subject,canonical,candidate,decision,confidence,review_source,binding_status,reason,fact_id
main/melee/gm/gm_1601:gm_8016468C,gm_8016468C,gm_UnlockAllStages,normalize,0.9,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:832704b8-6dd0-4d0a-b39e-f52a4b8c943e
main/melee/vi/vi1201v1:un_8031F9D8,un_8031F9D8,vi1201v1_SetupPlayer,normalize,0.74,audit-4,function_binding_required,source explicitly states this candidate,fact:832734ef-23fa-41a1-ac98-8d555174531c
main/melee/gm/gmmain_lib:gmMainLib_8015DB0C,gmMainLib_8015DB0C,gmMainLib_SetSceneSequenceCounter,normalize,0.7,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:832759a4-bc03-45e3-891f-a02daa59834f
main/melee/gm/gmtitle:gmTitle_801A1D38,gmTitle_801A1D38,gmTitle_ConvertAsciiToSjis,normalize,0.78,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:8332e8f5-aba2-4e62-b6ad-137b03cbecd6
main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A963C,ftCo_800A963C,ftCo_CpuRecoverSamus,normalize,0.76,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:834024eb-46ba-44dd-a4eb-96df65da5fe9
main/melee/gr/grtganon:grTganon_UnkStage0_OnStart,grTganon_UnkStage0_OnStart,grTGanon_OnStart,normalize,0.94,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:83682757-fb9c-4c1d-9d7d-8c5e0cd3fb74
main/melee/gr/grmutecity:grMuteCity_801F28A8,grMuteCity_801F28A8,grMuteCity_GetHazardIndicatorModelDesc,normalize,0.83,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:8368d5b1-c820-4094-95bb-94ee282ec5a3
main/melee/it/kinds/itoldottosea:it_802E269C,it_802E269C,itOldottosea_EnterMotion0,normalize,0.76,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:8368dc7f-3ec6-435c-8878-8744580cd413
main/melee/gr/grcorneria:grCorneria_801DD2C0,grCorneria_801DD2C0,grCorneria_StartStageConversationTransition,normalize,0.66,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:8376469d-2ca4-4928-af9f-89c17ba50533
main/melee/ft/ft_0CDD:ftCo_800CDE54,ftCo_800CDE54,ftCo_ItemShoot_Phys,normalize,0.76,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:83786d50-141a-4b85-9b16-435358753618
main/melee/gr/groldpupupu:grOldPupupu_80210D10,grOldPupupu_80210D10,grOldPupupu_UpdateWindEffectSpawner,normalize,0.72,regex_no_flags,function_binding_required,Recognized function_named form; no lexical audit flags.,fact:8398b407-d496-4d06-af71-b4507ffe39c9
main/sysdolphin/baselib/debugconsole_main:hsd_80394544,hsd_80394544,HSD_ConsoleDrawRegion,normalize,0.65,audit-4,function_binding_required,source explicitly states this candidate,fact:839bc24d-94d4-465f-9ecf-d06fe72c44f7
main/melee/lb/lbaudio_ax:lbAudioAx_8002838C,lbAudioAx_8002838C,lbAudioAx_Init,normalize,0.74,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:839ec971-669f-40f2-9248-278e3dab4288
main/melee/it/it_26B1:it_8026C1E8,it_8026C1E8,itCanBeDestroyed,normalize,0.76,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:83a1169e-e695-454a-80bf-b1612f09f537
main/melee/ft/kinds/ftSeak/ftseakspecialhi:fn_80113038,fn_80113038,ftSk_SpecialHi_SetEndGFX,normalize,0.94,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:83a5247d-6a05-48b9-a022-7abb673e7bbe
main/melee/it/kinds/itlinkhookshot:it_802A7A04,it_802A7A04,itLinkHookshot_SetState8,normalize,0.76,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:83a7a49d-90bf-4ece-b0a2-5f392aa73976
main/melee/ft/ftdevice:ftCo_800C07F8,ftCo_800C07F8,ftCo_RegisterDeviceCollCallback,normalize,0.72,audit-1,function_binding_required,Text states a preferred candidate; alternatives are retained.,fact:83adb5d9-eb76-4ff1-a7cb-f05cf25081b5
main/melee/ft/kinds/ftCommon/ftCo_Run:fn_800CA5F0,fn_800CA5F0,ftCo_Run_CheckInput,normalize,0.78,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:83ba08fd-b079-4fce-be21-0b82582a5bea
main/melee/it/kinds/itsamusbomb:itSamusbomb_UnkMotion1_Coll,itSamusbomb_UnkMotion1_Coll,itSamusBomb_Fall_Coll,normalize,0.76,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:83c5276c-b802-4a24-bd8c-927c50c9e664
main/melee/ft/kinds/ftKirby/ftkirbyspecialn:ftKb_SpecialN_800F597C,ftKb_SpecialN_800F597C,ftKb_SpecialN_CheckCollFlag0x100,normalize,0.68,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:83d8ed7f-96e1-4917-8dc0-b4c45f47a9f1
main/melee/ft/kinds/ftSamus/ftsamusspeciallw0:ftSs_SpecialLw_80129158,ftSs_SpecialLw_80129158,ftSs_SpecialN_CheckChargeShotRemove,normalize,0.97,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:83dd266c-3152-4ab6-8a3e-4b82b1f7d776
main/dolphin/os/OSAlarm:.sbss,.sbss,AlarmQueue,not_symbol,0.99,audit-1,non_function_binding_required,"This fact names a data section or translation unit, not a symbol binding.",fact:83df6053-bacd-4771-ac2e-37cad4aae999
main/melee/ft/ft_0881:ft_800890BC,ft_800890BC,ftStale_ResetAttackIdentity,normalize,0.76,audit-1,function_binding_required,Explicit proposed identifier; prefix or duplicate flags do not change extraction.,fact:83e6c067-cdb6-48b6-ac55-2b5de6128bb5
main/melee/ft/kinds/ftSeak/ftseakspecials:ftSk_SpecialS_80110F70,ftSk_SpecialS_80110F70,ftSk_SpecialS_InitVars,normalize,0.84,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:83ecf1fa-28d4-49f6-b8c5-2ea553a19dfe
main/melee/it/kinds/itcapsule:itCapsule_UnkMotion4_Coll,itCapsule_UnkMotion4_Coll,itCapsule_Fall_Coll,normalize,0.72,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:83fd3117-47d1-4954-9074-b45ec69bf306
main/melee/it/kinds/itzgshell:itZrshell_UnkMotion1_Coll,itZrshell_UnkMotion1_Coll,itZrshell_Fall_Coll,normalize,0.74,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:840c089f-32a2-4b93-883d-7254f51d7f30
main/melee/ft/kinds/ftPopo/ftpopospecials:ftPp_SpecialS_8011F6FC,ftPp_SpecialS_8011F6FC,ftPp_SpecialS_GetCmdVar1,normalize,0.65,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:841592ef-a821-4528-92e5-3b1d9479f2da
main/melee/gr/grtpeach:grTpeach_UnkStage0_OnLoad,grTpeach_UnkStage0_OnLoad,grTPeach_OnLoad,normalize,0.91,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:8437750c-136f-4881-a3ec-5df0e2565092
main/melee/gr/gricemt:grIceMt_801F929C,grIceMt_801F929C,grIceMt_UpdateAnimatedCollision,normalize,0.78,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:8443efa3-0995-44fa-8ea8-b09b47febe8a
main/melee/ft/kinds/ftKirby/ftkirbyspecialseak:ftKb_SpecialNSk_8010612C,ftKb_SpecialNSk_8010612C,ftKb_SkSpecialN_Enter,normalize,0.9,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:844dc4c7-657b-4243-b81a-db574e0de5c2
main/sysdolphin/baselib/quatlib:HSD_QuatLib_8037EC4C,HSD_QuatLib_8037EC4C,QuatMul,normalize,0.78,audit-4,function_binding_required,source explicitly states this candidate,fact:845467f6-bcfe-40cc-afe6-dc279c5a9de0
main/melee/it/ithitbox:it_80275640,it_80275640,itHitbox_MultiplyDamage,normalize,0.62,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:845cf94d-d392-4e38-b2ba-5850ecfe8ace
main/melee/gr/grtfox:grTFox_80220B84,grTFox_80220B84,grTFox_OnInit,normalize,0.97,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:84630870-a9c6-447a-8483-03d9a14ffc70
main/melee/it/kinds/itpeachparasol:.data,.data,itPeachParasol_StateTable,not_symbol,0.79,audit-3,non_function_binding_required,"Subject is a data section or unit, so this is not a function-symbol naming extraction.",fact:8465aea8-ba5e-4e27-9cb8-59109f8ab0ad
main/melee/it/itanimlist:it_80279680,it_80279680,itAnimlist_RemoveHitbox,normalize,0.76,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:84747305-1245-4829-9e93-3b90fe7172f6
main/melee/gm/gm_1884:fn_80188644,fn_80188644,gmTraining_Reset,normalize,0.72,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:847c55d3-146a-4635-a308-cc3a049d88af
main/melee/ft/kinds/ftCrazyHand/ftcrazyhanddamage0:ftCh_Init_8015737C,ftCh_Init_8015737C,ftCh_WaitSweep_Enter,normalize,0.9,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:84827378-286f-465b-9bdd-a4941557335e
main/melee/gr/grtmario:grTMario_8021FA34,grTMario_8021FA34,grTMario_GObj2_Callback0,normalize,0.91,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:8483c4be-5c53-4977-8123-071809637ad7
main/melee/gr/grfourside:grFourside_801F2EF8,grFourside_801F2EF8,grFourside_Ground2_OnInit,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:848bf5c5-eb22-4211-bb0f-fa53d01824fe
main/melee/ty/toy:_Toy_803064B8,_Toy_803064B8,Toy_GetTrophyListOrderValue,normalize,0.78,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:84962897-646d-46be-9060-3d3ad742de39
main/melee/it/kinds/itlugia:itLugia_Logic41_Spawned,itLugia_Logic41_Spawned,itLugia_Aeroblast3_Spawned,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:849e2782-b06a-4b44-888f-2e2574033279
main/melee/lb/lbmthp:.bss,.bss,MoviePlayer,normalize,0.91,extract-4,non_function_binding_required,single source identifier,fact:849eba12-1094-4727-95bd-a56e0b446b6d
main/sysdolphin/baselib/rumble:.data,.data,HSD_RumbleDataDefault,not_symbol,0.68,audit-4,non_function_binding_required,"subject is a section label, so this is not a function-symbol rename",fact:84b2fd17-3fcc-4739-af88-8ac74908f4e9
main/melee/ft/kinds/ftPopo/ftpopospecialhi:ftPp_SpecialS_80120E68,ftPp_SpecialS_80120E68,ftPp_SpecialHi_SetPartnerPullVelocity,normalize,0.74,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:84b4b227-434e-4f0c-8100-3c7fb3fa460f
main/melee/gr/grtclink:grTCLink_8021FF48,grTCLink_8021FF48,grTCLink_OnInit,normalize,0.96,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:84c2f042-f74b-4937-9420-4adce0dcdf6c
main/melee/cm/camera:Camera_80030130,Camera_80030130,Camera_IsBossIntro,normalize,0.82,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:84c3b6c8-ab44-476a-9493-67ced663674b
main/melee/gr/grtpurin:grTPurin_802232F4,grTPurin_802232F4,grTPurin_Ground0_OnInit,normalize,0.78,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:84cae322-e8f6-43db-80f7-6bfbffcfbfb7
main/melee/it/kinds/itentei:.data,.data,,not_symbol,0.78,audit-2,non_function_binding_required,"Subject is a section/data binding, not a function symbol; the fact does not identify a bound variable.",fact:84d47e31-3b1e-4685-89ea-0b16e1d4ac7d
main/melee/gm/gm_1832:fn_801852FC,fn_801852FC,gmClassic_CaptureCostumeImages,normalize,0.67,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:84d4ed83-5660-4c81-abea-4f9c004fe272
main/melee/it/kinds/ityoshitongue:it_802F2CE0,it_802F2CE0,itYoshiTongue_Destroy,normalize,0.79,audit-4,function_binding_required,source explicitly states this candidate,fact:84d76b72-ed5b-4ab6-b97a-d6a0fbdd3086
main/melee/ty/toy:_Toy_80310B48,_Toy_80310B48,Toy_ParamEditorProc,normalize,0.74,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:84d87a44-3119-4747-adaa-5cf2379b7961
main/melee/mp/mplib:mpLib_80053BD4_Ceiling,mpLib_80053BD4_Ceiling,mpCeilingFindNext,normalize,0.61,audit-4,function_binding_required,source explicitly states this candidate,fact:84e24aaa-cad5-4180-9995-b02727f7f175
main/melee/gr/ground:Ground_801C5840,Ground_801C5840,Ground_GetTrophyId,normalize,0.88,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:84e3f205-6a1e-46ac-a0c5-fda2d9d87b77
main/melee/db/dbcamera:fn_80227FE0,fn_80227FE0,Debug_UpdateFreecamPosition,normalize,0.97,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:84e446af-f982-490d-8c72-23bbf4390317
main/melee/ft/kinds/ftLink/ftlinkspecialhi:ftLk_SpecialHi_GetFv4,ftLk_SpecialHi_GetFv4,ftLk_GetBoomerangConfigFlag,normalize,0.68,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:84e7c66d-a063-4405-9af6-5c9c4e4c52bc
main/melee/cm/camera:Camera_80030B90,Camera_80030B90,Camera_SetDrawSpecialPoints,normalize,0.91,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:84f3b91d-5a1c-447d-9704-540ee4e0511c
main/melee/ft/ft_0892:ft_80089884,ft_80089884,ft_GetAttackMetadata,normalize,0.78,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:84f5f032-f859-4d9d-b086-bdfb19030a49
main/melee/ft/kinds/ftKirby/ftkirbyspecialpeach:ftKb_SpecialNPe_8010C4D4,ftKb_SpecialNPe_8010C4D4,ftKb_PeSpecialLw_Enter,normalize,0.96,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:84f93475-aa0a-4e91-9f81-e299bffd93cc
main/melee/ft/kinds/ftKirby/ftkirbyspecialgamewatch:ftKb_SpecialNGw_8010D0A8,ftKb_SpecialNGw_8010D0A8,ftKb_SpecialNGw_ItemChefPanRemove,normalize,0.9,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:84f9e2c5-de23-4e0b-8b7c-ed467c49a0cd
main/melee/gr/grheal:grHeal_8021EFBC,grHeal_8021EFBC,grHeal_UnkStage0_OnLoad,normalize,0.93,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:85028635-1d0f-40eb-bf3c-b894356e2919
main/melee/gm/gmadventure:gm_801B50C4,gm_801B50C4,gm_Scene_AdventureGigaBowser_OnExit,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:8508937a-3628-4fff-be8e-b69f445742f0
main/melee/gr/grcastle:grCastle_801CF0F0,grCastle_801CF0F0,grCastle_SwitchGeometry_Callback3,normalize,0.74,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:850caec1-a0fe-403f-914d-517626874bd0
main/melee/it/kinds/itlinkhookshot:it_802A24A0,it_802A24A0,itLink_Render,normalize,0.61,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:8511249f-2dd8-4e80-b80d-03d803d63819
main/melee/it/kinds/it_2F28:it_802F295C,it_802F295C,itKirbyStarSpit_Spawn,normalize,0.75,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:851451e8-7493-4c94-8b18-a3eb4c51986e
main/melee/gr/grkraid:grKraid_801FF068,grKraid_801FF068,grKraid_SetAnimation,normalize,0.72,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:85181600-3b42-4810-9160-45dd5a3e3fc9
main/melee/gm/gm_16F1:fn_801701AC,fn_801701AC,gmDecisionEnableResultChecks,normalize,0.72,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:851c7a38-f941-494c-b304-1244aca4c395
main/melee/ft/kinds/ftCommon/ftCo_Attack100:ftCo_Attack_800D6A50,ftCo_Attack_800D6A50,ftCo_Attack100_CheckInput,normalize,0.9,audit-1,function_binding_required,Explicit proposed identifier; an existing local symbol is a separate issue.,fact:851d7108-5932-4a4d-814c-cddea27d8a92
main/melee/pl/player:Player_GetFlagsBit5,Player_GetFlagsBit5,Player_GetIsMetal,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:851e8a88-bee6-4897-bfbb-7e3140b0c11a
main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800AEFB8,ftCo_800AEFB8,ftCo_CpuUpdateNanaSolo,ambiguous,0.66,audit-1,function_binding_required,Text leaves competing proposed names unresolved.,fact:85201bcf-ab6a-4308-8528-c7433b8fbf2a
main/melee/gr/grpushon:grPushOn_802187A8,grPushOn_802187A8,grPushOn_InitLights,normalize,0.82,audit-1,function_binding_required,Text states a preferred candidate; alternatives are retained.,fact:8524bb93-07de-4290-bc49-3255ebbfd39a
main/melee/lb/lbdvd:lbDvd_80018CF4,lbDvd_80018CF4,lbDvd_SetupPreloadHeaps,normalize,0.72,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:852b5983-7026-491c-90dd-1a6c8bad2efb
main/melee/ft/ftlib:ftLib_80086C9C,ftLib_80086C9C,ftLib_AddRumbleAll,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:85444d5a-2ef0-488d-b344-d0c9806a27ed
main/sysdolphin/baselib/hsd_3B34:hsd_803B5C2C,hsd_803B5C2C,HSD_JpegSetQuality,normalize,0.78,audit-4,function_binding_required,source explicitly states this candidate,fact:854d6d09-1f38-4558-bd5f-db6a29dc7eb3
main/melee/gr/grzebesroute:grZebesRoute_8020B3B8,grZebesRoute_8020B3B8,grZebesRoute_Ground_2_ProcUpdate,normalize,0.67,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:8551fd59-255d-4832-a6be-bb0f9862c59d
main/melee/ft/kinds/ftKirby/ftkirbyspecialn:fn_800F64C8,fn_800F64C8,ftKb_EatWalk_Enter,normalize,0.9,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:85593210-c92c-42cb-ade0-dd5e64483d7b
main/melee/gr/grtkirby:grTKirby_80221364,grTKirby_80221364,grTKirby_OnDemoInit,normalize,0.97,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:855e50f7-ba0b-48b0-aa62-4cc3f780b5d8
main/melee/ft/kinds/ftCrazyHand/ftcrazyhandfingerbeam:ftCh_Init_80159098,ftCh_Init_80159098,ftCh_FingerGun1_Enter,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:856774b2-f032-4712-8b8f-459df7d0c263
main/melee/pl/player:.sbss,.sbss,p_plCommonData,not_symbol,0.9,audit-4,non_function_binding_required,"subject is a section label, so this is not a function-symbol rename",fact:856a75d4-3875-4302-ba2a-d3965052d70c
main/melee/it/kinds/itzgshell:itZrshell_UnkMotion2_Phys,itZrshell_UnkMotion2_Phys,itZGShell_Held_Phys,normalize,0.82,audit-4,function_binding_required,source explicitly states this candidate,fact:85722aa0-687a-4293-b6aa-18558d06239e
main/melee/it/kinds/itsamusmissile:it_802B64FC,it_802B64FC,itSamusMissile_AdjustTurn,normalize,0.82,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:8579ce39-c8d3-4b06-8eed-1aaf2cb5ca8e
main/melee/gm/gmtou_2:fn_8019D1BC,fn_8019D1BC,gmTournament_InitPlayerSelectionUI,normalize,0.7,audit-1,function_binding_required,Text states a preferred candidate; alternatives are retained.,fact:857e18a9-0fc4-45d1-83a3-86a916a7d1e6
main/melee/lb/lb_013B:.sbss,.sbss,lbRumbleData,normalize,0.82,extract-4,non_function_binding_required,single proposed identifier,fact:857e3974-4a93-4f59-9781-b1471584900b
main/melee/ft/fighter:Fighter_NewSpawn_80068E40,Fighter_NewSpawn_80068E40,Fighter_GetNextSpawnNum,normalize,0.76,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:858e7c69-4117-43af-a45f-79712b6790e7
main/melee/if/soundtest:un_803018BC,un_803018BC,smSoundTestDelete,normalize,0.65,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:8591443f-01f9-4b8a-bdfb-b0db59346e1a
main/melee/it/kinds/itlinkhookshot:it_802A3828,it_802A3828,itLinkhookshot_UnkMotion7_Update,normalize,0.86,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:85b07e0c-e1a6-4276-9a66-8ed7a90b3bf9
main/melee/ft/kinds/ftKirby/ftkirbyspecialn:fn_800F6FC4,fn_800F6FC4,ftKb_EatTurn_GroundToAir,normalize,0.93,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:85b4b2dd-449a-4c1e-8cf3-6fae9c1377ba
main/melee/mn/mnmain:mn_80229DC0,mn_80229DC0,mnMain_CreatePanel,normalize,0.83,audit-4,function_binding_required,source explicitly states this candidate,fact:85c96674-12ec-4f4b-af53-ad216d01aa72
main/melee/ft/ftcamera:ftCamera_80076320,ftCamera_80076320,ftCamera_UpdateDeadUpCameraBox,normalize,0.78,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:85d63cea-54b9-4230-a256-a1b80eb4b547
main/melee/it/kinds/ithitodeman:it_802D48B0,it_802D48B0,itHitodeman_ApproachVelocityComponent,normalize,0.78,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:85d9feec-5a2f-4d09-a0c8-6f602a4c1f14
main/melee/it/kinds/it_2E5A:.data,.data,,not_symbol,0.75,audit-2,non_function_binding_required,"Subject is a section/data binding, not a function symbol; the fact does not identify a bound variable.",fact:85daf6fb-a818-468b-a9e0-3de90bfa03af
main/melee/it/kinds/itwstar:itWstar_UnkMotion1_Anim,itWstar_UnkMotion1_Anim,itWstar_Fall_Anim,normalize,0.82,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:85ee8e7b-e67f-4de3-a165-1f5c2a40bafe
main/melee/it/itanimlist:it_80279B10,it_80279B10,itAnimlist_ColorOverlaySoundEffect,normalize,0.76,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:85f06133-262c-47bf-b6cd-7436901b9845
main/melee/it/kinds/itlinkhookshot:it_802A24D0,it_802A24D0,itLink_InitCollData,normalize,0.74,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:85f6212f-e398-46b0-97bf-9dfdca1a02aa
main/melee/it/kinds/ittarucann:itTarucann_UnkMotion8_Coll,itTarucann_UnkMotion8_Coll,itTarucann_Roll_Coll,normalize,0.83,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:85fa932e-3660-4a92-b6d2-b8703b278b43
main/melee/mn/mnmain:mn_8022C4F4,mn_8022C4F4,mnMain_SpecialVsThink,normalize,0.8,audit-4,function_binding_required,source explicitly states this candidate,fact:8603434e-67bd-4145-aa25-39661f101034
main/melee/it/kinds/itzgshell:itZrshell_UnkMotion4_Coll,itZrshell_UnkMotion4_Coll,itZGShell_Dropped_Coll,normalize,0.82,audit-4,function_binding_required,source explicitly states this candidate,fact:86138094-176a-43a0-88a5-73474a003d1d
main/melee/cm/camera:Camera_8002FC7C,Camera_8002FC7C,Camera_SetUpCameraMode,normalize,0.78,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:8617631e-1a9d-487e-9225-e1de1f4eb7f1
main/melee/lb/lbsnap:lbSnap_8001D3E8,lbSnap_8001D3E8,lbSnap_GetSnapshotBlockCount,normalize,0.84,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:86187d14-dd24-4ee9-885c-6dcf7f1874d1
main/melee/gr/grmutecity:grMuteCity_801F194C,grMuteCity_801F194C,grMuteCity_Car22_OnDamage,normalize,0.76,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:861b56c0-4526-4473-a661-5260c5c97676
main/melee/mn/mndiagram3:.sbss,.sbss,mnDiagram3_GObj,not_symbol,0.76,audit-4,non_function_binding_required,"subject is a section label, so this is not a function-symbol rename",fact:8625f40e-399f-40f1-9878-af43b0645cad
main/melee/it/kinds/itwhispyapple:it_802EE200,it_802EE200,itWhispyapple_Spawn,normalize,0.72,audit-4,function_binding_required,source explicitly states this candidate,fact:862a3a8d-fa1f-4cb5-8903-0a0167486957
main/melee/gr/groldpupupu:grOldPupupu_80210B00,grOldPupupu_80210B00,grOldPupupu_Map1_Callback3,normalize,0.8,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:862dac7d-0186-4e27-a3e2-6505de67c98e
main/melee/it/ithitbox:it_802753DC,it_802753DC,itHitbox_Init,normalize,0.7,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:863253cd-a452-40b8-a629-1b1624631e38
main/melee/it/kinds/itmarumine:it_802D1140,it_802D1140,itMarumine_UnkMotion5_Accessory,normalize,0.9,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:86353648-5048-44c3-8ad8-80f7e66ff44a
main/melee/gm/gm_16F1:fn_80173644,fn_80173644,gm_IsScoreDisplayUnlockConditionMet,normalize,0.8,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:86417e89-3e16-4b64-93c7-9b9dcacd0ded
main/melee/gm/gmtou_0:fn_80194F30,fn_80194F30,gmTournament_EntrantMenuInput,normalize,0.7,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:8641c7a6-243e-4c84-9be5-4bd8b9a5ab80
main/melee/gm/gmresult:fn_801743C4,fn_801743C4,gmResult_IsStatsEntryVisible,normalize,0.82,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:864308e3-e54c-4aff-9eb8-8302101bc4d9
main/melee/it/kinds/itmaril:it_802D6838,it_802D6838,itMaril_Logic28_Reflected,normalize,0.9,audit-3,function_binding_required;duplicate_candidate_in_unit,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:864ce112-f878-43bc-ac85-5cc02027fcb9
main/melee/it/kinds/itzgshell:itZrshell_UnkMotion3_Coll,itZrshell_UnkMotion3_Coll,itZGShell_Thrown_Coll,normalize,0.86,audit-4,function_binding_required,source explicitly states this candidate,fact:86569375-eabb-4873-bb6b-3b81fefc95cc
