id,target_id,entity_id,type,value,rationale,confidence,updated_at,symbol,stable_key,unit,target_kind,target_status,entity_kind,locator,entity_status,matched_in
fact:741c2ffd-9fcd-462f-8ef5-0b16eb497a24,target:function:main/melee/ft/kinds/ftCommon/ftCo_Run:ftCo_Run_Phys,,data_flow,"Reads the Fighter, its common movement attributes, current ground velocity, controller-derived movement state, and shared common-data constants. getAccelAndTarget produces acceleration and target velocity; the callback may attenuate acceleration using gr_vel / target_vel, writes target_vel multiplied by the common x440 factor to mv.co.run.x4, passes acceleration, target velocity, and ground_friction multiplied by run_dash_turn_friction_multiplier to ftCommon_8007C98C, and then passes the game object to ftCommon_ApplyGroundMovement. Run animation later consumes mv.co.run.x4 when the ground-friction multiplier is below one.",The relocated physics body preserves the calculation and output flow while exposing the current semantic name run_dash_turn_friction_multiplier for the friction factor formerly described by its placeholder field name. The animation callback still consumes x4 under reduced-friction conditions.,0.99,2026-09-04T19:05:51.036Z,ftCo_Run_Phys,main/melee/ft/kinds/ftCommon/ftCo_Run:ftCo_Run_Phys,main/melee/ft/kinds/ftCommon/ftCo_Run,function,current,,,,rationale
fact:770b122c-07bb-404d-aaa5-0e3ff1a9ffbc,target:function:main/melee/it/kinds/itrshell:it_8028CFE0,,game_mapping,Supplies a recurring model-attached visual effect for the Red Shell during the applicable active-motion animation maintenance.,"The function operates exclusively on Red Shell attributes and `ItemVars.rshell`, periodically spawning an effect from the shell's model. Its only caller integrates it into Red Shell animation processing under a motion-ID guard. The exact Green Shell analog confirms that this code shape is shared recurring visual-effect support for moving shell items, although the available evidence does not justify assigning a more specific visual name to effect ID 1029.",0.92,2026-09-02T05:50:51.059Z,it_8028CFE0,main/melee/it/kinds/itrshell:it_8028CFE0,main/melee/it/kinds/itrshell,function,current,,,,rationale
fact:792ccb9a-0c23-40d0-8dfc-fc6d6aac8265,target:function:main/melee/ft/kinds/ftPopo/ftpopo:ftPp_Init_OnLoad,,purpose,"Performs Popo-specific fighter load initialization by enabling an unnamed Fighter flag, installing a fighter-owned copy of the Ice Climbers' special attributes, copying the first character-specific attribute into fp->x40, and preparing the three item resources used by Ice Shot, Blizzard, and Belay's rope.","The complete matched body is straight-line initialization: it writes x2222_b5, invokes PUSH_ATTRS with ftIceClimberAttributes, copies dat_attrs->x0 into fp->x40, and submits all three fighter item resources with identifiers for Ice, Blizzard, and GumStrings. SmashWiki identifies Ice Shot and Blizzard as Ice Climbers specials and identifies their rope-based up special as Belay, whose Japanese name is Rubber Jump, strongly grounding GumStrings as that move's rope resource.",0.97,2026-09-02T02:10:56.632Z,ftPp_Init_OnLoad,main/melee/ft/kinds/ftPopo/ftpopo:ftPp_Init_OnLoad,main/melee/ft/kinds/ftPopo/ftpopo,function,current,,,,rationale
fact:794e4809-a818-4d06-aefc-2ceccda8330b,target:function:main/melee/gr/grtpichu:grTPichu_80222DF0,,purpose,Performs callback-0 joint-object setup for Ground object 1 in Pichu's Target Test stage by delegating the object to `Ground_JObjInline1`.,"The current Pichu table and setup helper identify this as callback slot 0 for Ground object ID 1. Its entire current implementation delegates to `Ground_JObjInline1`, and the identically shaped Battle-stage analogue is explicitly named as a Ground-object Callback0.",0.97,2026-09-04T23:11:58.992Z,grTPichu_80222DF0,main/melee/gr/grtpichu:grTPichu_80222DF0,main/melee/gr/grtpichu,function,current,,,,rationale
fact:7ac4e598-8ebc-42f7-b83f-40dc1f380b2b,target:function:main/melee/ft/kinds/ftSeak/ftseakspecialhi:ftSk_SpecialHiStart_1_IASA,,purpose,"Supplies the intentionally empty interrupt-processing callback for Sheik's grounded SpecialHi Start_1 travel state, allowing the action-state callback table to invoke an IASA handler without performing any state-specific interrupt work.","The complete definition is an empty function named as the grounded Start_1 IASA callback. Its placement beside the grounded and aerial Start_1 animation, physics, and collision handlers establishes its action-state role, while the empty body proves that this state requires no IASA-side processing.",0.98,2026-09-02T03:22:12.676Z,ftSk_SpecialHiStart_1_IASA,main/melee/ft/kinds/ftSeak/ftseakspecialhi:ftSk_SpecialHiStart_1_IASA,main/melee/ft/kinds/ftSeak/ftseakspecialhi,function,current,,,,rationale
fact:7aeaee5d-27d5-44ba-bbfe-9e1abd133eca,target:function:main/melee/it/kinds/itleadead:itLeadead_UnkMotion1_Coll,,data_flow,"Receives the ReDead's Item_GObj and passes it, together with it_802E9308 as a support-loss callback, to it_8026D62C. The collision helper refreshes CollData, copies its current position into the Item, and records the floor index when supported; when unsupported, it detaches the item from the floor and invokes it_802E9308. That callback clears Leadead field x48, scales horizontal velocity by attribute xC, and requests item state 10. The collision callback finally forwards the constant-false result of it_8027C794.","Reading the target with both direct callees and the supplied transition callback establishes the complete input, mutation, callback, and return-value flow without assigning unsupported semantic names to x48 or attribute xC.",0.98,2026-09-02T03:15:36.514Z,itLeadead_UnkMotion1_Coll,main/melee/it/kinds/itleadead:itLeadead_UnkMotion1_Coll,main/melee/it/kinds/itleadead,function,current,,,,rationale
fact:7b3e4abf-28cb-417a-8194-909fc23fec81,target:function:main/melee/ft/kinds/ftCommon/ftCo_ItemScopeStart:ftCo_ItemScopeStart_Phys,,inferred_type,Grounded fighter action-state physics callback with signature `void(Fighter_GObj* gobj)`. It mutates the fighter's grounded movement state through delegated routines and returns no status or computed value.,The relocated definition supplies the exact return and parameter types and is named as the ItemScopeStart physics callback. Its forwarding chain terminates in friction and grounded-movement operations on the fighter.,0.99,2026-09-04T19:05:10.455Z,ftCo_ItemScopeStart_Phys,main/melee/ft/kinds/ftCommon/ftCo_ItemScopeStart:ftCo_ItemScopeStart_Phys,main/melee/ft/kinds/ftCommon/ftCo_ItemScopeStart,function,current,,,,rationale
fact:7b9eb8c9-3dd4-4d34-97f4-5be944bdab27,target:function:main/melee/pl/player:Player_80036DD8,,data_flow,"Passes the fixed PdPm.dat filename and plLoadCommonData symbol name to lbArchive_LoadSymbols, receives the resolved export through a local pointer-table address, and publishes entry 0 through the persistent player-common-data global pl_804D6470.","The current target directly establishes the archive name, public-symbol name, output storage, pointer-table dereference, and destination global.",0.99,2026-09-04T21:24:54.852Z,Player_80036DD8,main/melee/pl/player:Player_80036DD8,main/melee/pl/player,function,current,,,,value
fact:7c55c47b-c61f-4118-b133-9ab967757576,target:function:main/melee/ft/kinds/ftKirby/ftkirbyspecialmewtwo:ftKb_SpecialNMt_80107638,,purpose,"Enters and initializes the aerial startup state for Kirby's copied Mewtwo Shadow Ball, preparing command variables, callbacks, move-local charge bookkeeping, aerial momentum, and animation processing for the subsequent charging or release states.","The current Kirby function selects the aerial Start state, clears command variables, installs copied-special callbacks, initializes move-local fields, halves vertical velocity, and starts animation processing. Mewtwo's corresponding current routine is explicitly documented and named as the aerial Shadow Ball Start entry action.",0.98,2026-09-04T19:12:22.335Z,ftKb_SpecialNMt_80107638,main/melee/ft/kinds/ftKirby/ftkirbyspecialmewtwo:ftKb_SpecialNMt_80107638,main/melee/ft/kinds/ftKirby/ftkirbyspecialmewtwo,function,current,,,,rationale
fact:7e0f31e6-21b3-4a6f-8e72-009d014e4ca1,target:function:main/melee/gr/grvenom:grVenom_802052D8,,state_behavior,"Has no guards, timers, or state transitions and deterministically returns false on every invocation. It therefore never signals the true condition represented by this StageCallbacks slot for the associated Venom aircraft Ground object.","The complete implementation contains no branch or state access and returns false unconditionally. Its fixed position in the aircraft object's callback row establishes the lifecycle context in which that invariant result is consumed, although the callback slot's more specific semantic name is not yet recovered.",0.98,2026-09-02T12:07:20.270Z,grVenom_802052D8,main/melee/gr/grvenom:grVenom_802052D8,main/melee/gr/grvenom,function,current,,,,rationale
fact:7ea5b442-bb50-4dbe-a699-1b061e0f4fd8,target:function:main/melee/if/ifall:ifAll_GetHUDGObj,,game_mapping,Supports Melee's in-match HUD by exposing the common HUD object to auxiliary interface displays; the demonstrated consumer uses it while constructing per-player numeric text positioned at player HUD coordinates.,"The returned object is explicitly identified by the recovered interface name as the HUD GObj. The caller uses it to initialize SisLib text resources, and the surrounding code places those resources using `ifAll_GetPlayerHUDPosition`, grounding the accessor in the on-screen player HUD rather than an unrelated object system.",0.97,2026-09-02T04:25:59.451Z,ifAll_GetHUDGObj,main/melee/if/ifall:ifAll_GetHUDGObj,main/melee/if/ifall,function,current,,,,rationale
fact:7ecba96c-97e0-42d8-966c-d89e67fac3ef,target:function:main/melee/it/kinds/itbox:itBox_UnkMotion6_Phys,,game_mapping,"Represents an inert per-frame physics stage for one Crate item state: the Crate remains subject to whatever behavior is handled by the surrounding item-state machinery, but this callback adds no motion or mechanic of its own.","The debug-name evidence maps Box to Crate, and the complete function body proves that this state's physical callback contributes no direct physics operation. The claim is limited to the callback's own absence of effect rather than assigning an unsupported semantic name to motion state 6.",0.92,2026-09-02T02:02:05.293Z,itBox_UnkMotion6_Phys,main/melee/it/kinds/itbox:itBox_UnkMotion6_Phys,main/melee/it/kinds/itbox,function,current,,,,rationale
fact:7fb7e4f2-8524-4b6b-922f-c3f73719406b,target:data:main/melee/ft/kinds/ftZelda/ftzelda:.data,,data_flow,"Each motion-state record associates a Zelda submotion and move flag domain with a packed special-move ID and Zelda-specific animation, IASA, physics, collision, and camera callbacks. The remaining records expose the base fighter archive and data name, five color-specific costume archives with joint and material-animation joint names, the animation archive, and four demo-motion resource names to fighter resource-loading systems.","The table initializers explicitly place submotion IDs, flags, move IDs, and callback addresses into each MotionState record. The subsequent typed resource descriptors explicitly group each costume archive with its joint resources and collect the four demo-motion names.",0.97,2026-09-02T05:16:39.680Z,.data,main/melee/ft/kinds/ftZelda/ftzelda:.data,main/melee/ft/kinds/ftZelda/ftzelda,data,current,,,,value
fact:7fe75dc1-1f0e-4fef-9314-ccd3441c2aa4,target:data:main/melee/gm/gmtou_0:.sdata,,data_flow,The setup scene's OnEnter callback reads the `GmTou1p` and `GmTou2p` strings from this literal payload and supplies them to `lbArchive_80016DBC`; the loader returns archive handles and resolves the archives' scene descriptors into the unit's setup-resource globals.,"The accepted reconstruction confirms both short names as literal inputs to the entry routine, while the current source shows the first loader call assigning its archive handle and scene descriptor.",0.86,2026-09-04T19:44:04.400Z,.sdata,main/melee/gm/gmtou_0:.sdata,main/melee/gm/gmtou_0,data,current,,,,rationale
fact:8065ce98-f165-4603-8cc0-d5e75c70c1db,target:function:main/melee/ft/kinds/ftKirby/ftkirbyspecialdonkey:ftKb_SpecialNDk_800FF8EC,,purpose,"Begins Kirby's grounded copied Giant Punch action by selecting either the fully charged punch or the charging startup from Kirby's stored arm-swing count, initializing the move's local control fields, stopping vertical movement, and installing its damage, death, effect-hitlag, and animation callbacks.","The function compares Kirby's persistent Donkey-special charge with the configured full-charge threshold, enters `ftKb_MS_DkSpecialNFull` or `ftKb_MS_DkSpecialNStart`, initializes all command and move-local fields, zeroes vertical velocity, and installs the callbacks needed by the action. Its very close Donkey Kong analog performs the same work and is explicitly named as the grounded SpecialN entry function.",0.99,2026-09-02T05:08:19.378Z,ftKb_SpecialNDk_800FF8EC,main/melee/ft/kinds/ftKirby/ftkirbyspecialdonkey:ftKb_SpecialNDk_800FF8EC,main/melee/ft/kinds/ftKirby/ftkirbyspecialdonkey,function,current,,,,rationale
fact:81049c85-a108-4dd8-a638-3709b2450686,target:function:main/melee/gm/gmtou_0:fn_8019249C,,game_mapping,Realizes the two-way name-source choice in Melee's Tournament Mode entrant setup: create a new player name or assign an existing saved name to the current tournament entrant.,"The active-state handler explicitly sends state 0xD to the name-creation interface and state 0xE to the saved-name selection grid, while the target renders the animated two-choice selector for exactly those states. SmashWiki independently identifies the containing player-visible feature as Melee's Tournament Mode.",0.98,2026-09-02T15:39:49.432Z,fn_8019249C,main/melee/gm/gmtou_0:fn_8019249C,main/melee/gm/gmtou_0,function,current,,,,value
fact:81b06c72-acf1-4fdb-9c23-80a3699a7e78,target:function:main/melee/ft/kinds/ftFox/ftfoxappeals:ftFx_AppealS_CheckInput,,game_mapping,"Recognizes activation of the Star Fox Smash Taunt, the secret Fox/Falco taunt available on Corneria or Venom after a one-frame down-D-pad tap.","The implementation's Fox/Falco restriction, Corneria-stage helper, down-D-pad test, one-valued fighter guard, and AppealS transition align closely with SmashWiki's independent description of the Star Fox Smash Taunt's eligible characters, stages, and exact one-frame input. The evidence supports the mechanic mapping without requiring an unsupported semantic name for `x682`.",0.96,2026-09-01T23:59:20.073Z,ftFx_AppealS_CheckInput,main/melee/ft/kinds/ftFox/ftfoxappeals:ftFx_AppealS_CheckInput,main/melee/ft/kinds/ftFox/ftfoxappeals,function,current,,,,rationale
fact:844261f4-b5ce-4c94-a4e9-d89712811538,target:function:main/melee/ft/kinds/ftCommon/ftCo_StopCeil:ftCo_8009EFA4,,game_mapping,"Implements entry into the ordinary ceiling-impact stop response: the fighter is placed against the overhead surface and loses upward motion before the StopCeil animation runs and eventually returns to Fall. This is distinct from a successful ceiling tech, whose internal action name is `PassiveCeil` and which requires a shield input before ceiling impact while in hitstun.","The complete StopCeil unit shows ceiling-hug contact invoking this routine, this routine entering StopCeil and cancelling motion, and the state's animation callback later entering Fall. SmashWiki separately identifies the shield-timed ceiling-tech action as `PassiveCeil`, supporting the distinction from this ordinary StopCeil response.",0.95,2026-09-02T06:10:33.077Z,ftCo_8009EFA4,main/melee/ft/kinds/ftCommon/ftCo_StopCeil:ftCo_8009EFA4,main/melee/ft/kinds/ftCommon/ftCo_StopCeil,function,current,,,,value
fact:8538d7e8-43ac-4ac3-a403-8aa9cc0567cb,target:function:main/melee/ft/kinds/ftKirby/ftkirby:ftKb_Init_UnkDemoCallbacks0,,game_mapping,Realizes Kirby's character-specific fighter-demo animation selection for higher demo slots by translating demo modes 11–13 into motion-state range 14–16 and mode 14 into motion state 17. The available evidence does not identify the particular on-screen presentation represented by these modes.,"Generic fighter-demo code dispatches through a callback table indexed by fighter kind and uses the returned pair to prepare demo motion states. Kirby's matched callback supplies the concrete Kirby-specific mappings, but no resolved source or archival discussion assigns human-facing presentation names to modes 11–14.",0.91,2026-09-02T13:06:10.158Z,ftKb_Init_UnkDemoCallbacks0,main/melee/ft/kinds/ftKirby/ftkirby:ftKb_Init_UnkDemoCallbacks0,main/melee/ft/kinds/ftKirby/ftkirby,function,current,,,,rationale
fact:856af956-980e-43d7-abe3-9950c993716e,target:function:main/melee/ft/kinds/ftPurin/ftpurinspeciallw:ftPr_SpecialAirLw_IASA,,purpose,Provides the airborne Rest action state's intentionally inert IASA callback. The action exposes an IASA-stage handler to the fighter state system but permits no input-driven interrupt or other per-frame IASA work through this callback.,"The complete matched definition is an empty function named as the airborne SpecialLw IASA handler. Exact opseq analogs are likewise four-byte empty functions, confirming that the machine-code shape represents an immediate no-op return rather than omitted logic.",0.98,2026-09-02T01:33:03.476Z,ftPr_SpecialAirLw_IASA,main/melee/ft/kinds/ftPurin/ftpurinspeciallw:ftPr_SpecialAirLw_IASA,main/melee/ft/kinds/ftPurin/ftpurinspeciallw,function,current,,,,rationale
fact:85f4c003-162d-41ea-931f-7a9e379a0864,target:function:main/melee/it/kinds/ittarucann:itTarucann_UnkMotion7_Anim,,game_mapping,"Performs item-side state maintenance during one currently unidentified Barrel Cannon motion state. The evidence establishes its membership in the Barrel Cannon mechanic but does not establish whether motion 7 specifically represents capture, aiming, firing, rolling, or another visible phase.","The source identifier and debug-menu mapping firmly associate `Tarucann` with the Barrel Cannon, and the function is explicitly the animation callback for numbered motion 7. Neither the body nor the available mechanic description identifies the semantic name of that numbered state, so the mapping is intentionally limited to the supported subsystem-level claim.",0.9,2026-09-02T02:51:02.117Z,itTarucann_UnkMotion7_Anim,main/melee/it/kinds/ittarucann:itTarucann_UnkMotion7_Anim,main/melee/it/kinds/ittarucann,function,current,,,,rationale
fact:862c9697-521d-4b29-835f-724d791ae1c4,target:function:main/melee/ft/kinds/ftPopo/ftpopospecialn:ftPp_SpecialN_IASA,,purpose,"Provides the grounded Ice Shot action's IASA callback as an intentional no-op, so this callback contributes no move-specific input checks or cancellation transitions.",The complete matched function is named as the grounded `SpecialN` IASA callback but has an empty body. It therefore occupies the action's interruptibility callback slot while deliberately performing no transition processing.,0.97,2026-09-02T01:06:13.596Z,ftPp_SpecialN_IASA,main/melee/ft/kinds/ftPopo/ftpopospecialn:ftPp_SpecialN_IASA,main/melee/ft/kinds/ftPopo/ftpopospecialn,function,current,,,,rationale
fact:88cac1b4-1bbf-4d4d-a1e8-138c36df5969,target:function:main/melee/ft/kinds/ftCommon/ftCo_SpecialS:ftCo_SpecialS_CheckInput,,data_flow,"Obtains the Fighter from gobj->user_data, uses fp->kind to test ftData_SpecialS availability, reads fp->x688 as the entry gate, and compares left-stick X multiplied by facing direction against the negated common threshold x220. A qualifying backward-stick comparison sends the Fighter to ftCommon_UpdateFacing; accepted control then passes the original Fighter_GObj to doEnter and produces true.","Every input read, comparison, callee argument, and return value is explicit in the matched body, allowing the accepted and rejected data paths to be traced without assigning an unsupported semantic name to x688.",0.99,2026-09-02T00:24:05.126Z,ftCo_SpecialS_CheckInput,main/melee/ft/kinds/ftCommon/ftCo_SpecialS:ftCo_SpecialS_CheckInput,main/melee/ft/kinds/ftCommon/ftCo_SpecialS,function,current,,,,rationale
fact:8944942b-c54e-4682-9cfc-ce9306e5dd52,target:function:main/dolphin/card/CARDBios:__CARDDefaultApiCallback,,purpose,"Serves as the CARD subsystem's default no-op API callback, satisfying the memory-card callback interface when no completion-specific work is required.","The function is explicitly named as the default CARD API callback, has the same two-argument signature as CARDCallback, and has an empty body. Together these show that its role is to provide a valid callback endpoint while deliberately performing no operation-specific completion handling.",0.98,2026-09-02T00:41:50.502Z,__CARDDefaultApiCallback,main/dolphin/card/CARDBios:__CARDDefaultApiCallback,main/dolphin/card/CARDBios,function,current,,,,rationale
fact:8953388b-20d3-494d-ad20-25a5b395c2cf,target:function:main/melee/mn/mnname:GetNameText,,game_mapping,Exposes entered Melee nametags from persistent name slots for menu and gameplay systems that need to display or process a player's managed name.,"The code returns text stored in an occupied persistent name record. SmashWiki identifies these names as entries created and managed through Melee's Name Entry feature, establishing the game-facing meaning of the retrieved text.",0.95,2026-09-02T13:04:39.682Z,GetNameText,main/melee/mn/mnname:GetNameText,main/melee/mn/mnname,function,current,,,,rationale
fact:8a29face-0ac2-4c65-ab6a-1d766a00a64f,target:function:main/melee/gr/grinishie2:grInishie2_801FD018,,game_mapping,"Implements the initial scheduling step for two recurring temporary map-object cycles on Melee's Mushroom Kingdom II stage, associated with the stage's collision joints 12 and 13.","The module's `Gr_Kind_Inishie2` descriptor and `/GrI2.dat` asset identify Mushroom Kingdom II, whose Japanese name is `Inishie no Ōkoku II`. Within that stage controller, the target initializes the timers whose expiration creates map objects 3 and 4 and activates collision joints 12 and 13. The evidence does not securely identify the objects' visual characters, so the mapping remains at the demonstrated stage-mechanic level.",0.94,2026-09-02T08:04:08.405Z,grInishie2_801FD018,main/melee/gr/grinishie2:grInishie2_801FD018,main/melee/gr/grinishie2,function,current,,,,rationale
fact:8b08389b-3abf-4bf0-9a5a-b988c878883f,target:function:main/melee/ft/kinds/ftZelda/ftzeldaspecialhi:ftZd_SpecialHiStart_1_Anim,,inferred_type,"Fighter action-state animation callback with signature void(HSD_GObj*); its argument is Zelda's fighter game object, from which it obtains the associated Fighter and SpecialHi move state.","The matched definition directly supplies the void(HSD_GObj*) signature, uses GET_FIGHTER on the argument, and is named as an Anim callback.",0.99,2026-09-02T03:12:40.276Z,ftZd_SpecialHiStart_1_Anim,main/melee/ft/kinds/ftZelda/ftzeldaspecialhi:ftZd_SpecialHiStart_1_Anim,main/melee/ft/kinds/ftZelda/ftzeldaspecialhi,function,current,,,,rationale
fact:8cb66f8f-9919-466d-b600-7d5352699754,target:function:main/melee/it/kinds/itstarrod:itStarRod_Logic22_HitShield,,game_mapping,Realizes the Star Rod's item-shield-hit response for the two motion states in which contact should make the item bounce away from the struck victim.,"The callback is explicitly the Star Rod's HitShield handler, and its guarded call to the shared bounce-off-victim helper grounds the resulting in-game response without assigning unsupported semantic names to motion states 3 and 4.",0.96,2026-09-02T01:17:21.348Z,itStarRod_Logic22_HitShield,main/melee/it/kinds/itstarrod:itStarRod_Logic22_HitShield,main/melee/it/kinds/itstarrod,function,current,,,,rationale
fact:8ed06a30-5058-4210-a078-726f122eb826,target:function:main/melee/ft/kinds/ftYoshi/ftyoshispecials:ftYs_SpecialAirSLoop_3_Anim,,state_behavior,"Each frame advances the loop state's hit-capsule and rolling presentation. Counter xC increments continuously; once it reaches attribute xDC, capsule 0 is enabled, and the guard succeeds, capsule x4 alternates between 0 and 1 and xC resets. Independently, countdown x0 decreases once per frame. When x0 reaches zero or below, it is clamped to zero and ftYs_SpecialS_8012F0DC is called with arguments 1, 0x440012, and 0.0F to leave this timed loop state.",The source contains two explicit state guards: an enabled-capsule interval guard around xC and a terminal countdown guard around x0. The exact helper arguments are preserved without speculating about the destination state's unrecovered semantic name.,0.99,2026-09-02T01:37:32.735Z,ftYs_SpecialAirSLoop_3_Anim,main/melee/ft/kinds/ftYoshi/ftyoshispecials:ftYs_SpecialAirSLoop_3_Anim,main/melee/ft/kinds/ftYoshi/ftyoshispecials,function,current,,,,rationale
fact:8f74e757-7c10-433d-b923-9ea844e0f358,target:function:main/dolphin/gx/GXTexture:GXInitTexObjCI,,data_flow,"The destination object, image pointer, dimensions, format, wrap modes, and mipmap flag first flow unchanged into GXInitTexObj, which produces the base packed texture descriptor. GXInitTexObjCI then clears descriptor flag bit 1 and copies tlut_name into the descriptor; when the object is loaded, that name is passed to the GX TLUT-region callback and the returned region supplies the palette register emitted for the selected texture-map slot.","The wrapper's complete body exposes the first two transformations directly. GXLoadTexObjPreLoaded supplies the downstream consumer: it branches on the cleared flag, invokes the callback with t->tlutName, assigns the slot-specific TLUT register ID, and emits the resulting register word.",0.99,2026-09-02T00:28:10.480Z,GXInitTexObjCI,main/dolphin/gx/GXTexture:GXInitTexObjCI,main/dolphin/gx/GXTexture,function,current,,,,value
fact:8fae00ac-d809-4bae-b43a-8e759e850403,target:function:main/melee/it/kinds/itraikou:it_802CF814,,purpose,"Initializes a newly spawned Raikou item by running shared Pokémon setup, clearing all three item-script command variables, applying the first Raikou special-attribute value through a shared helper, and entering Raikou's initial airborne appearance state.","The complete callback directly performs the shared setup call, three command-variable resets, and attribute-dependent setup. Its final local callee enters airborne state 1, while the byte-identical Suicune analog is explicitly named as a Spawned callback and performs the same initialization sequence.",0.98,2026-09-02T06:37:43.935Z,it_802CF814,main/melee/it/kinds/itraikou:it_802CF814,main/melee/it/kinds/itraikou,function,current,,,,rationale
fact:8ffb9a56-47c9-4016-bc7c-d29d62a0ad67,target:function:main/melee/gr/grtyoshi:grTYoshi_80223DA0,,purpose,Runs the shared ground joint-object initialization helper for ground-object ID 1 of Yoshi's Target Test course when that object's callback-0 slot is invoked.,"The function occupies callback slot 0 in the second grTYs_StageCallbacks record, and the unit's factory indexes that array directly by ground-object ID, making this the callback-0 routine for ID 1. Its complete body performs only Ground_JObjInline1 on the supplied object. An exact-opseq analog is explicitly named as the equivalent callback-0 routine for a numbered ground object.",0.97,2026-09-02T06:50:56.062Z,grTYoshi_80223DA0,main/melee/gr/grtyoshi:grTYoshi_80223DA0,main/melee/gr/grtyoshi,function,current,,,,rationale
fact:905fb965-6197-4ffc-8bbd-0d78bec81215,target:function:main/melee/gr/grizumi:grIzumi_801CC358,,game_mapping,Implements the changing-height and temporary-disappearance behavior of a side platform on Melee's Fountain of Dreams stage.,"The code registers the callback under `Gr_Kind_Izumi` and demonstrably changes a platform's height and visibility. Archived decompilation discussion identifies `grIzumi` as Fountain of Dreams, while SmashWiki identifies the Melee stage as Fountain of Dreams and gives its Japanese name as `Yume no Izumi`, confirming the stage-name mapping.",0.98,2026-09-02T07:41:55.328Z,grIzumi_801CC358,main/melee/gr/grizumi:grIzumi_801CC358,main/melee/gr/grizumi,function,current,,,,rationale
fact:91af3051-2a1d-445d-b59b-411042154752,target:function:main/melee/it/kinds/itmarumine:itMarumine_UnkMotion4_Coll,,game_mapping,Implements the terrain-contact termination of one airborne Electrode state within the Pokémon's Poké Ball summon lifecycle.,"The internal Marumine name is explicitly mapped to Electrode by the debug-name table. The code places this callback beside falling physics and routes accepted terrain contacts to the object's hidden terminal state. Although the wiki confirms that Electrode can be picked up and thrown near detonation, the available code does not securely identify motion state 4 as one particular pickup or throw substate, so the mapping is kept at the supported airborne-contact level.",0.91,2026-09-02T04:00:34.452Z,itMarumine_UnkMotion4_Coll,main/melee/it/kinds/itmarumine:itMarumine_UnkMotion4_Coll,main/melee/it/kinds/itmarumine,function,current,,,,rationale
fact:924e9575-dd19-4d4b-a8a5-c75b32a75a50,target:function:main/melee/ft/ftdemo:ftDemo_SetArchiveData,,game_mapping,"Applies DAT archive public-symbol resolution to fighter-demo presentation resources, including character-specific demo motion assets, so later fighter setup can consume the resolved archive payload through the shared ftData table.","The function invokes HSD_ArchiveGetPublicAddress for every resource path and stores the result in shared fighter data. The adjacent naming helper identifies callback-generated names as demo animation resources through its diagnostic text, grounding the lookup in fighter-demo presentation assets.",0.94,2026-09-01T23:59:13.510Z,ftDemo_SetArchiveData,main/melee/ft/ftdemo:ftDemo_SetArchiveData,main/melee/ft/ftdemo,function,current,,,,rationale
fact:92a65395-7bf9-49f5-a0fa-3caa65151d2f,target:function:main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion9_Anim,,purpose,"Serves as Old Kuri motion 9's per-frame animation callback, handling the motion's continuation or exit after the shared predicate it_80272C6C reports false.","The function is typed and named as a motion animation callback. Its entire substantive body is guarded by the negated shared predicate, after which it chooses an airborne or grounded state-handling path.",0.97,2026-09-02T02:07:09.393Z,itOldkuri_UnkMotion9_Anim,main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion9_Anim,main/melee/it/kinds/itoldkuri,function,current,,,,rationale
fact:92d345dc-99a1-4110-84c0-517374eb472c,target:function:main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion10_Anim,,state_behavior,"When it_80272C6C returns true, the callback leaves the current state unchanged. When it returns false, the callback requests motion state 10 again with ITEM_ANIM_UPDATE. Both branches return false.",This is the complete guarded transition structure visible in the function; the evidence does not support a more specific semantic name for the guard or for motion state 10.,0.99,2026-09-02T02:07:52.505Z,itOldkuri_UnkMotion10_Anim,main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion10_Anim,main/melee/it/kinds/itoldkuri,function,current,,,,rationale
fact:932bdeff-1e68-4b4f-ad95-713075fb4cf2,target:function:main/melee/it/kinds/itmasterhandbullet:itMasterHandBullet_Logic83_Absorbed,,purpose,Provides the Master Hand Bullet item's response when the item engine dispatches an absorption interaction. It performs no projectile-specific cleanup or transformation and returns an unconditional affirmative Boolean result to the item system.,"The complete function is explicitly named as the Logic83 absorption callback and consists solely of returning true. Other projectile absorption callbacks, including Mario Fireball and Samus Charge Shot, use the identical constant-true shape, corroborating that this is an item-side absorption disposition callback.",0.99,2026-09-02T03:31:58.300Z,itMasterHandBullet_Logic83_Absorbed,main/melee/it/kinds/itmasterhandbullet:itMasterHandBullet_Logic83_Absorbed,main/melee/it/kinds/itmasterhandbullet,function,current,,,,rationale
fact:939c3c9c-e07c-47d0-8376-7f840a987254,target:function:main/melee/it/kinds/itleadead:itLeadead_UnkMotion5_Anim,,data_flow,"Reads the Item associated with the supplied Item_GObj and, on a zero result from it_80272C6C, passes that GObj into the state-update and joint-lookup routines; it then reads ip->xDD4_itemVar.leadead.x3C and writes that value to the Z translation of joint 1. Its boolean output is always false.","Every input, branch condition, item-variable read, helper argument, model-side consumer, and return value is explicit in the matched source. The evidence does not establish a stronger semantic name or unit for x3C, so the recovered field name is retained.",0.99,2026-09-02T03:12:00.831Z,itLeadead_UnkMotion5_Anim,main/melee/it/kinds/itleadead:itLeadead_UnkMotion5_Anim,main/melee/it/kinds/itleadead,function,current,,,,rationale
