id,target_id,entity_id,type,value,rationale,confidence,updated_at,symbol,stable_key,unit,target_kind,target_status,entity_kind,locator,entity_status,shape,candidate,evidence_count,flags
fact:9ad2f20b-aec3-497f-8679-e94a7b283764,target:function:main/melee/ft/ft_0C88:ftCo_800C8AF0,,inferred_name,`ftCo_SpyCloakDrawCleanup`,The helper belongs to the common-fighter cloak lifecycle and is called immediately after fighter-model drawing to clean up refraction graphics state; exact original spelling remains unrecovered.,0.76,2026-09-04T18:45:55.790Z,ftCo_800C8AF0,main/melee/ft/ft_0C88:ftCo_800C8AF0,main/melee/ft/ft_0C88,function,current,,,,quoted_identifier,ftCo_SpyCloakDrawCleanup,2,
fact:9ae44e7c-a7c7-4285-aa9d-68487988563a,target:function:main/melee/gm/gm_1601:gm_80164A0C,,inferred_name,Likely `gm_LockCKind`.,"The current source labels the operation as locking a character, and its clear-bit behavior is the direct inverse of neighboring `gm_UnlockCKind`, making this the strongest convention-compatible guess.",0.93,2026-09-04T19:35:54.250Z,gm_80164A0C,main/melee/gm/gm_1601:gm_80164A0C,main/melee/gm/gm_1601,function,current,,,,prose_or_other,,1,
fact:9af170f8-f500-44d0-b28e-ce8085ada167,target:function:main/melee/it/kinds/itsamusgrapple:it_802B7B84,,inferred_name,A plausible original-style name is itSamusgrapple_Remove.,"The function performs complete Grapple Beam teardown and generic item removal. Link's Hookshot has the same tether-cleanup structure, while the relocated Ness yo-yo implementation confirms the linked-GObj destruction and final item-removal idiom; together these support a conservative Remove suffix.",0.81,2026-09-04T20:59:27.907Z,it_802B7B84,main/melee/it/kinds/itsamusgrapple:it_802B7B84,main/melee/it/kinds/itsamusgrapple,function,current,,,,prose_or_other,,3,
fact:9af68f36-7b11-47f4-8c6f-1c3d69d242d2,target:function:main/melee/lb/lbcollision:lbColl_800089B8,,inferred_name,Likely original-style name: `lbColl_RemoveHitCapsuleVictim1`.,"The current body still removes the supplied identity from `victims_1`, complementing the primary-table registration routine and preserving the cautious table-number distinction.",0.75,2026-09-04T17:58:08.390Z,lbColl_800089B8,main/melee/lb/lbcollision:lbColl_800089B8,main/melee/lb/lbcollision,function,current,,,,prose_or_other,,1,
fact:9afbec56-3b55-481c-a2e8-0ca936576219,target:function:main/melee/ft/kinds/ftMars/ftmarsspeciallw:ftMs_SpecialLw_80139140,,inferred_name,"A plausible original-style name is `ftMs_SpecialLwHit_Enter`, reflecting that the function enters the grounded or aerial SpecialLwHit response after Counter's defensive collision triggers.","The current grounded and aerial SpecialLw animation callbacks both install this function as their response callback. It always enters state 370 or 372, whose neighboring callback families are named `SpecialLwHit` and `SpecialAirLwHit`; no original symbol confirms the guess, so confidence remains moderate.",0.78,2026-09-04T22:51:11.273Z,ftMs_SpecialLw_80139140,main/melee/ft/kinds/ftMars/ftmarsspeciallw:ftMs_SpecialLw_80139140,main/melee/ft/kinds/ftMars/ftmarsspeciallw,function,current,,,,prose_or_other,,3,possible_alternatives_review
fact:9b02dcf1-d09b-41e0-9d26-2636a357e5e3,target:function:main/melee/ft/kinds/ftYoshi/ftyoshispecials:fn_8013295C,,inferred_name,Likely `ftYs_SpecialS_ReverseDirection`.,"The local `ftYs_SpecialS_` prefix identifies the owning subsystem, while the function's sole semantic operation is to reverse all represented movement quantities and align the rolling model with the fighter's current facing direction. The highly similar Purin and Kirby helpers corroborate the `ReverseDirection` role without requiring speculative names for the individual SpecialS fields.",0.84,2026-09-02T05:23:58.955Z,fn_8013295C,main/melee/ft/kinds/ftYoshi/ftyoshispecials:fn_8013295C,main/melee/ft/kinds/ftYoshi/ftyoshispecials,function,current,,,,prose_or_other,,2,
fact:9b030d06-b7c8-4c0f-abb5-d7a0d610b70c,target:function:main/melee/it/kinds/itharisen:itHarisen_UnkMotion1_Coll,,inferred_name,A plausible original semantic name is itHarisen_Fall_Coll.,"The callback belongs to motion state 1, whose physics applies the item's fall-speed and terminal-speed attributes, and its landing callback enters the stationary state 0. This strongly supports a Fall_Coll role, although the exact original wording is not recovered.",0.72,2026-09-02T02:20:31.011Z,itHarisen_UnkMotion1_Coll,main/melee/it/kinds/itharisen:itHarisen_UnkMotion1_Coll,main/melee/it/kinds/itharisen,function,current,,,,prose_or_other,,1,
fact:9b0f8112-3393-4cde-9ccb-797ac9c1b933,target:function:main/melee/gr/grinishie1:grInishie1_801FAC50,,inferred_name,stageGObj2_Callback1,"The refreshed table still places the target in callback1 of zero-based Ground-object row 2, supporting the same codebase-conventional structural name.",0.94,2026-09-04T20:03:38.441Z,grInishie1_801FAC50,main/melee/gr/grinishie1:grInishie1_801FAC50,main/melee/gr/grinishie1,function,current,,,,bare_identifier,stageGObj2_Callback1,1,candidate_is_existing_symbol_review_scope
fact:9b1d75ff-abbd-41e3-b629-3c22e78ade01,target:function:main/melee/it/kinds/itsword:itSword_UnkMotion0_Phys,,inferred_name,"A plausible recovered name is `itSword_Grounded_Phys`: state 0 is entered through a helper that resets velocity, and the airborne state returns to it through its landing callback.","The numeric state name is not semantically recovered, but state-entry and neighboring-state behavior strongly distinguish state 0 from the state whose physics applies falling motion. Calling it grounded follows the local `itSword_*_Phys` convention while expressing only the evidenced role.",0.88,2026-09-02T03:27:27.353Z,itSword_UnkMotion0_Phys,main/melee/it/kinds/itsword:itSword_UnkMotion0_Phys,main/melee/it/kinds/itsword,function,current,,,,prose_or_other,,3,
fact:9b29c00c-cf9e-4601-8937-9c556a7ac0b8,target:function:main/melee/ft/kinds/ftCommon/ftCo_Attack100:ftCo_800D688C,,inferred_name,Likely `ftCo_SpecialLw_HasInput`.,"The function is a pure SpecialLw input predicate, and the fighter input updater places it alongside the explicitly named `ftCo_SpecialS_HasInput`, supporting the parallel spelling.",0.93,2026-09-04T19:03:15.974Z,ftCo_800D688C,main/melee/ft/kinds/ftCommon/ftCo_Attack100:ftCo_800D688C,main/melee/ft/kinds/ftCommon/ftCo_Attack100,function,current,,,,prose_or_other,,2,
fact:9b503645-0b03-4191-9f6d-5db9e07f0d5d,target:function:main/melee/gr/grgreatbay:grGreatBay_801F454C,,inferred_name,`grGreatBay_StageGObj2_OnInit` is a plausible original-style name.,"At head the target remains the first callback of indexed stage-object entry 2, and its body remains initialization-shaped. A current named stage analog uses the `stageGObj2_OnInit` convention for the same callback position.",0.78,2026-09-04T23:02:38.137Z,grGreatBay_801F454C,main/melee/gr/grgreatbay:grGreatBay_801F454C,main/melee/gr/grgreatbay,function,current,,,,prose_or_other,,3,
fact:9b59d03a-3d13-4888-b44e-fe9069a77790,target:function:main/melee/it/kinds/itlizardon:it_802CB994,,inferred_name,itLizardon_UnkMotion1_Enter,"The function is a state-entry helper rather than a table callback: it selects state 1, while the local state table names that state's callbacks `itLizardon_UnkMotion1_Anim`, `itLizardon_UnkMotion1_Phys`, and `itLizardon_UnkMotion1_Coll`. The proposed name follows the unit's recovered convention while retaining `UnkMotion` because no original semantic motion name is established.",0.85,2026-09-02T06:31:23.484Z,it_802CB994,main/melee/it/kinds/itlizardon:it_802CB994,main/melee/it/kinds/itlizardon,function,current,,,,bare_identifier,itLizardon_UnkMotion1_Enter,1,
fact:9b5ce1ed-d8ce-4cb1-ba8c-af37e786a8c9,target:data:main/melee/it/kinds/ittaru:.data,,inferred_name,Likely `itTaru_StateTable`.,"The recovered object is demonstrably the module-wide state table, and every callback it contains follows the local `itTaru_` naming stem. No preserved symbol establishes the exact original spelling, so the proposed semantic name remains an inference.",0.76,2026-09-02T05:25:09.456Z,.data,main/melee/it/kinds/ittaru:.data,main/melee/it/kinds/ittaru,data,current,,,,prose_or_other,,1,
fact:9b62e40f-c9d7-40fa-b817-101b1bba0662,target:function:main/melee/mp/mplib:mpLib_80056A1C,,inferred_name,Likely original-style name: mpGetFootstepSfxIds.,"The current family-0 accessor still supplies replacement sound data to the fighter's `footstep_fx` path and recurring surface-dependent locomotion sound data to Whitebea. That supports the descriptive `mpGetFootstepSfxIds` guess, although the shared item use leaves the exact original term uncertain.",0.76,2026-09-04T21:22:38.549Z,mpLib_80056A1C,main/melee/mp/mplib:mpLib_80056A1C,main/melee/mp/mplib,function,current,,,,prose_or_other,,2,
fact:9b7c7cf8-a48e-4c8a-80e2-bf0ffab515ea,target:function:main/melee/ft/ftCo_800C78B0:ftCo_800C7B0C,,inferred_name,A plausible original name is `ftCo_CaptureLikelike_Release`.,"The current fighter implementation performs release placement and damage setup, and the Like Like caller invokes it for its validated grabbed victim immediately before clearing capture references. The family prefix is established locally, but no preserved symbol proves the exact `Release` suffix.",0.82,2026-09-04T18:40:44.106Z,ftCo_800C7B0C,main/melee/ft/ftCo_800C78B0:ftCo_800C7B0C,main/melee/ft/ftCo_800C78B0,function,current,,,,prose_or_other,,2,
fact:9b7efd71-8bc7-4034-8e2e-764302ee5203,target:function:main/melee/db/dbcamera:fn_802279E8,,inferred_name,Debug_OrbitAroundInterest,"The current source places the descriptive comment `Debug_OrbitAroundInterest` directly above this matched routine. That label precisely reflects its reconstruction of the eye position at constant radius around the supplied interest point, although it remains an inferred developer-style name rather than a recovered symbol.",0.84,2026-09-02T06:57:17.064Z,fn_802279E8,main/melee/db/dbcamera:fn_802279E8,main/melee/db/dbcamera,function,current,,,,bare_identifier,Debug_OrbitAroundInterest,1,
fact:9b858f3f-f50d-46b6-a013-22744e065ca8,target:function:main/melee/gr/grgreens:grGreens_80213AB4,,inferred_name,A plausible original-style name is `grGreens_PointInRect`.,"The demonstrated operation is a point-in-rectangle query, and the local translation unit consistently uses the `grGreens_` prefix. The exact code analog in the Old Pupupu stage performs the same stage-local geometric operation for its corresponding Whispy wind callback. No surviving symbol establishes the original suffix, so this remains an inferred name.",0.73,2026-09-02T15:06:44.642Z,grGreens_80213AB4,main/melee/gr/grgreens:grGreens_80213AB4,main/melee/gr/grgreens,function,current,,,,prose_or_other,,2,
fact:9b86e58f-87d1-4b9a-a3f5-34ac5ebfc53b,target:function:main/melee/gm/gm_1601:fn_801642A0,,inferred_name,A plausible original-style name is `gm_HasAtMostOneRandomStageEnabled`.,"The proposed `gm_` predicate name directly describes the demonstrated return contract over the Random Stage Switch mask. No surviving symbol establishes the original spelling, so the name remains an inference rather than a rename instruction.",0.82,2026-09-02T13:29:12.518Z,fn_801642A0,main/melee/gm/gm_1601:fn_801642A0,main/melee/gm/gm_1601,function,current,,,,prose_or_other,,1,
fact:9b933bcb-d58a-4791-a66c-ebf9204217c7,target:function:main/melee/mn/mnmain:mn_80229860,,inferred_name,Likely `mn_ExitSceneWithPendingMode`.,The routine's entire distinguishing role is recording `pending_mode` before requesting scene departure.,0.78,2026-09-04T21:19:10.224Z,mn_80229860,main/melee/mn/mnmain:mn_80229860,main/melee/mn/mnmain,function,current,,,,prose_or_other,,1,
fact:9b946833-e6a0-42d9-b0da-78e247d8477e,target:function:main/melee/it/it_279C:it_80279FF8,,inferred_name,Likely original-style name: `itPokemonSpawn_UpdateScaleAnimation`.,"The current routine still updates the complete phased scale animation stored in `pokemon_spawn`, including initial growth and delegation to the waypoint sequence. The name remains plausible but unconfirmed.",0.76,2026-09-04T20:25:57.937Z,it_80279FF8,main/melee/it/it_279C:it_80279FF8,main/melee/it/it_279C,function,current,,,,prose_or_other,,1,
fact:9ba07235-b5d0-4590-a772-db9e74dfd35a,target:function:main/melee/ft/kinds/ftCommon/ftCo_ItemThrow:ftCo_80096250,,inferred_name,ftCo_LightThrow_GroundToAir,"The function is the transition callback used by ftCo_LightThrow_Coll when a grounded LightThrow leaves the ground, and its paired inverse converts LightThrowAir back to a grounded motion. Recovered fighter functions conventionally name such paired callbacks `<ground-state>_GroundToAir` and `<air-state>_AirToGround`, making this the most plausible original-style name.",0.9,2026-09-02T15:00:44.168Z,ftCo_80096250,main/melee/ft/kinds/ftCommon/ftCo_ItemThrow:ftCo_80096250,main/melee/ft/kinds/ftCommon/ftCo_ItemThrow,function,current,,,,bare_identifier,ftCo_LightThrow_GroundToAir,2,
fact:9ba560cf-db14-47d8-82d5-dc13d4425c42,target:function:main/melee/it/kinds/itzgshell:fn_802DFE7C,,inferred_name,Likely original-style name: `itZGShell_Logic11_JumpedOn`.,"Current setup assigns the function to `Item.jumped_on`, and it appears alongside ZGShell Logic11 interaction callbacks that use event suffixes.",0.95,2026-09-04T21:08:07.519Z,fn_802DFE7C,main/melee/it/kinds/itzgshell:fn_802DFE7C,main/melee/it/kinds/itzgshell,function,current,,,,prose_or_other,,2,
fact:9baa0b27-0bea-47a0-a85e-d53906a31752,target:function:main/melee/ft/ftcoll:ftColl_800763C0,,inferred_name,Likely original-style semantic name: `ftColl_UpdateComboCount`.,"The source labels the routine as the central “Combo Count Logic,” and the two adjacent routines are fighter- and item-specific adapters that call it. `ftColl_UpdateComboCount` follows the unit prefix and accurately distinguishes this shared state updater from those source-specific wrappers, although no preserved symbol proves the exact spelling.",0.82,2026-09-02T15:05:58.007Z,ftColl_800763C0,main/melee/ft/ftcoll:ftColl_800763C0,main/melee/ft/ftcoll,function,current,,,,prose_or_other,,1,
fact:9bba740b-0889-44fa-880f-add7fc003de1,target:function:main/melee/ft/kinds/ftZelda/ftzeldaspecialhi:ftZd_SpecialHi_80139BB0,,inferred_name,ftZd_SpecialAirHiStart_0_AirToGround,"The function is the air-to-ground transition handler called by `ftZd_SpecialAirHiStart_0_Coll`. Its exact structural analog in Mewtwo's parallel teleport-up-special implementation is named `ftMt_SpecialAirHiStart_AirToGround`, while Zelda's `_0` suffix distinguishes this initial startup phase from the later startup/travel phase.",0.96,2026-09-02T06:04:58.168Z,ftZd_SpecialHi_80139BB0,main/melee/ft/kinds/ftZelda/ftzeldaspecialhi:ftZd_SpecialHi_80139BB0,main/melee/ft/kinds/ftZelda/ftzeldaspecialhi,function,current,,,,bare_identifier,ftZd_SpecialAirHiStart_0_AirToGround,2,
fact:9bc8aea1-1185-4955-8f02-9608d15f2b81,target:function:main/melee/ft/kinds/ftKoopa/ftkoopaspecialn:ftKp_SpecialLw_80134ACC,,inferred_name,Likely `ftKp_SpecialN_SpawnFlame`.,"The existing `SpecialLw` prefix conflicts with the function's placement and use in the SpecialN module. Its dominant operation is spawning one Koopa Flame for both grounded and aerial SpecialN IASA callbacks, making `ftKp_SpecialN_SpawnFlame` a plausible codebase-style semantic name, though the additional sound and first-emission setup make the exact original suffix uncertain.",0.78,2026-09-02T05:12:59.427Z,ftKp_SpecialLw_80134ACC,main/melee/ft/kinds/ftKoopa/ftkoopaspecialn:ftKp_SpecialLw_80134ACC,main/melee/ft/kinds/ftKoopa/ftkoopaspecialn,function,current,,,,prose_or_other,,2,
fact:9bd6d345-7899-4db5-af50-d6016de9d350,target:function:main/melee/gr/grtzelda:grTZelda_80223FE4,,inferred_name,`stageGObj0_Callback1` is the most plausible descriptive name.,"This function occupies callback1 of the first callback-table row, which is selected by ground-object ID 0. The fully matched Marth Target Test sibling names the function in the identical table position and with the identical constant-false body `stageGObj0_Callback1`, providing a strong local naming precedent while remaining an inference rather than a rename instruction.",0.9,2026-09-02T06:53:40.733Z,grTZelda_80223FE4,main/melee/gr/grtzelda:grTZelda_80223FE4,main/melee/gr/grtzelda,function,current,,,,prose_or_other,,3,
fact:9bd85b4e-cede-417a-a0aa-35d0abe10ee4,target:function:main/melee/lb/lbcollision:lbColl_80008FC8,,inferred_name,A plausible original-style name is `lbColl_DrawCapsule`; the exact original symbol has not been recovered.,"The current function's complete operation remains drawing a capsule from two world-space endpoints and a radius, supporting the semantic base name while leaving its exact original spelling uncertain.",0.78,2026-09-04T17:58:08.390Z,lbColl_80008FC8,main/melee/lb/lbcollision:lbColl_80008FC8,main/melee/lb/lbcollision,function,current,,,,prose_or_other,,1,
fact:9be590d2-4205-4960-8a71-9b247ca406cf,target:function:main/melee/gm/gm_1601:gm_80163838,,inferred_name,gm_Get10ManTotalTime,The routine remains the aggregate 10-Man query and returns decomposed time rather than a raw score. The exact preserved spelling is unavailable.,0.79,2026-09-04T19:34:42.000Z,gm_80163838,main/melee/gm/gm_1601:gm_80163838,main/melee/gm/gm_1601,function,current,,,,bare_identifier,gm_Get10ManTotalTime,2,
fact:9be6e7f7-4d8e-42f2-8483-42bd81df9cf9,target:function:main/melee/gr/grtdonkey:grTDonkey_8022047C,,inferred_name,`stageGObj2_Callback3`,"The Donkey Kong target remains the fourth function in object record 2, while current Marth and Falco Target Test controllers explicitly use `stageGObj2_Callback3` for that corresponding slot.",0.97,2026-09-04T23:10:37.493Z,grTDonkey_8022047C,main/melee/gr/grtdonkey:grTDonkey_8022047C,main/melee/gr/grtdonkey,function,current,,,,quoted_identifier,stageGObj2_Callback3,3,candidate_is_existing_symbol_review_scope
fact:9be833c0-509a-4f76-869b-87383a536c3b,target:function:main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A2718,,inferred_name,`ftCo_IsIslandHazardous` is a plausible descriptive name.,"Positive results arise from qualifying active item hitboxes or exceptional stage conditions affecting the queried collision island, although the Story-specific classification remains incompletely named.",0.68,2026-09-04T19:01:30.091Z,ftCo_800A2718,main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A2718,main/melee/ft/kinds/ftCommon/ftCo_0A01,function,current,,,,prose_or_other,,1,
fact:9bf1311a-b791-4c29-ae22-d856a888da4b,target:function:main/melee/mn/mnevent:fn_8024E2A0,,inferred_name,Likely original name: `mnEvent_Think`.,"The entrance callback hands control to this recurring active process, which maintains one animated menu node until departure. The Deflicker menu supplies a close active-process analog, though no surviving Event symbol proves the exact name.",0.78,2026-09-04T21:17:31.680Z,fn_8024E2A0,main/melee/mn/mnevent:fn_8024E2A0,main/melee/mn/mnevent,function,current,,,,prose_or_other,,2,
fact:9bf8ee72-0acd-485a-8962-6789642ddf20,target:function:main/melee/it/kinds/itpippi:itPippi_UnkMotion0_Anim,,inferred_name,Likely original-style name: `itPippi_Spawn_Anim`.,"The callback occupies Pippi state 0 and exclusively invokes the helper that advances the `pokemon_spawn` scale phase, supporting `Spawn_Anim` as a plausible semantic replacement for the current placeholder-style motion name.",0.84,2026-09-04T23:34:27.743Z,itPippi_UnkMotion0_Anim,main/melee/it/kinds/itpippi:itPippi_UnkMotion0_Anim,main/melee/it/kinds/itpippi,function,current,,,,prose_or_other,,2,
fact:9bfa9024-6696-4910-a2da-ec262fcad249,target:function:main/melee/gm/gm_1601:fn_801656A8,,inferred_name,A plausible original name is `gm_CalcPlayerResultSubscore`.,"The routine calculates a composite per-player value that match finalization stores in the secondary `x30` field before standings refinement. The proposed name distinguishes it from the primary result-score calculator, but the exact original spelling is unknown.",0.76,2026-09-04T19:34:34.045Z,fn_801656A8,main/melee/gm/gm_1601:fn_801656A8,main/melee/gm/gm_1601,function,current,,,,prose_or_other,,2,
fact:9c254048-7300-4b90-92ae-bd45a0f242b7,target:function:main/melee/gr/grfigure1:grFigure1_8020E1A4,,inferred_name,`grFigure1_GObj1_Callback0`,"Figure1 installs callback-table entries by ground-object ID, and the target occupies slot 0 of entry 1. The recovered ground-module symbol `grBattle_GObj6_Callback0` demonstrates the subsystem's `GObj<ID>_Callback<slot>` naming form. Applying that convention yields `grFigure1_GObj1_Callback0`; this remains an inferred original name because no symbol or maintainer record names the target directly.",0.94,2026-09-02T06:53:55.349Z,grFigure1_8020E1A4,main/melee/gr/grfigure1:grFigure1_8020E1A4,main/melee/gr/grfigure1,function,current,,,,quoted_identifier,grFigure1_GObj1_Callback0,3,
fact:9c274ff7-9936-4684-b7a0-75cefaaca923,target:function:main/melee/it/kinds/itcoin:it_802F1630,,inferred_name,"A plausible original semantic name is `itCoin_EnterGrounded`, identifying it as the Coin object's transition initializer for its stationary grounded state.","The function is passed as the event invoked when state-0 terrain processing detects floor contact. It clears velocity and rotation before selecting state 1, whose animation and physics callbacks are inert, supporting an enter-grounded interpretation. The exact original wording is not recovered, so the proposed name remains tentative.",0.72,2026-09-02T05:38:34.853Z,it_802F1630,main/melee/it/kinds/itcoin:it_802F1630,main/melee/it/kinds/itcoin,function,current,,,,prose_or_other,,2,
fact:9c2b1a0b-2e80-49b2-8a3b-71cc9f387687,target:function:main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion9_Phys,,inferred_name,Likely `itOldkuri_Damage_Phys`.,"The callback is the physics member for motion 9, and the nearby damage-received helper explicitly changes Old Kuri into state 9. `Damage_Phys` therefore follows the unit's actor/state/callback naming shape without asserting a more specific reaction subtype than the code establishes.",0.78,2026-09-02T02:09:40.032Z,itOldkuri_UnkMotion9_Phys,main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion9_Phys,main/melee/it/kinds/itoldkuri,function,current,,,,prose_or_other,,1,
fact:9c2c0ab5-b228-4423-a2d2-c0605e98cc43,target:function:main/melee/gr/grgreatbay:grGreatBay_801F5D48,,inferred_name,Likely `grGreatBay_Moon_Callback3`.,"The head Great Bay table still places the target in the fourth field of the row labeled `moon`, and current recovered stage naming still uses `_Callback3` for the corresponding fourth handler position.",0.82,2026-09-04T23:02:38.137Z,grGreatBay_801F5D48,main/melee/gr/grgreatbay:grGreatBay_801F5D48,main/melee/gr/grgreatbay,function,current,,,,prose_or_other,,2,
fact:9c30db99-1273-4b7a-8fd2-9673c0f570c8,target:function:main/melee/gm/gmmain_lib:gmMainLib_8015D450,,inferred_name,"Likely `gmMainLib_GetTargetTestClearTime`, with `gmMainLib_GetTargetTestTime` also plausible.",Current callers store completed-course frame counts through this accessor and aggregate the entries as Target Test times.,0.82,2026-09-04T19:43:34.476Z,gmMainLib_8015D450,main/melee/gm/gmmain_lib:gmMainLib_8015D450,main/melee/gm/gmmain_lib,function,current,,,,prose_or_other,,2,
fact:9c31552a-2bfe-41d4-a638-b92c3d9ed7c3,target:function:main/melee/it/kinds/itcrazyhandbomb:itCrazyhandbomb_UnkMotion0_Coll,,inferred_name,A plausible original-style semantic name is `itCrazyHandBomb_Fall_Coll`.,"The callback belongs to state 0, which is initialized with vertical velocity and aerial physics, and it processes collision only while ground_or_air is GA_Air. The exact original name is not preserved.",0.76,2026-09-04T20:34:30.553Z,itCrazyhandbomb_UnkMotion0_Coll,main/melee/it/kinds/itcrazyhandbomb:itCrazyhandbomb_UnkMotion0_Coll,main/melee/it/kinds/itcrazyhandbomb,function,current,,,,prose_or_other,,1,
fact:9c32e431-bf8d-4a57-9e1b-b1fa95e7d488,target:function:main/melee/gr/grcorneria:grCorneria_801DD478,,inferred_name,Likely `grCorneria_OnLoad`.,"The current StageData declaration explicitly names this callback field `on_load`, and the unit consistently uses the `grCorneria_` prefix.",0.95,2026-09-04T19:55:13.347Z,grCorneria_801DD478,main/melee/gr/grcorneria:grCorneria_801DD478,main/melee/gr/grcorneria,function,current,,,,prose_or_other,,2,
fact:9c34b64e-a5d0-405f-8caf-cc7e1ba5ebe1,target:function:main/melee/it/kinds/itseakneedleheld:it_802B19AC,,inferred_name,`itSeakNeedleHeld_Spawn` is a plausible original-style name.,"The relocated body remains the constructor for the SeakNeedleHeld family, and the neighboring recovered callback retains the `itSeakNeedleHeld_` module prefix; `_Spawn` remains a semantic but inferential suffix for its demonstrated creation role.",0.86,2026-09-04T20:59:36.189Z,it_802B19AC,main/melee/it/kinds/itseakneedleheld:it_802B19AC,main/melee/it/kinds/itseakneedleheld,function,current,,,,prose_or_other,,1,
fact:9c35ca5d-f515-43b1-a350-8b8d0dabf037,target:function:main/melee/it/kinds/itkireihana:it_802D0138,,inferred_name,itKireihana_UnkMotion1_Enter,"The unit names state callbacks with the `itKireihana_UnkMotionN_*` convention. This routine is installed as motion 0's transition callback and changes the item to state 1, making an `UnkMotion1_Enter` name the most conservative convention-compatible reconstruction. The name remains uncertain because another routine also re-enters state 1 from the active airborne state.",0.79,2026-09-02T06:07:58.294Z,it_802D0138,main/melee/it/kinds/itkireihana:it_802D0138,main/melee/it/kinds/itkireihana,function,current,,,,bare_identifier,itKireihana_UnkMotion1_Enter,3,
fact:9c3de424-684f-41f0-9633-009777c5fd40,target:function:main/melee/ft/kinds/ftCommon/ftCo_CapturePulled:fn_800DA8E4,,inferred_name,A plausible original-style name is `ftCo_CapturePulled_Init`.,"The relocated body remains the common initializer around a caller-selected CapturePulled motion, supporting the same convention-based name while leaving the exact original suffix uncertain.",0.78,2026-09-04T19:02:45.547Z,fn_800DA8E4,main/melee/ft/kinds/ftCommon/ftCo_CapturePulled:fn_800DA8E4,main/melee/ft/kinds/ftCommon/ftCo_CapturePulled,function,current,,,,prose_or_other,,1,
fact:9c41bad6-fbe7-48c6-b8f6-52a1a35817df,target:function:main/melee/mn/mnstagesw:mnStageSw_80236548,,inferred_name,A plausible original-style name is `mnStageSw_UpdateSelectionDisplay`.,"All operations update selection-related visibility, cursor placement, or animation, while the surrounding callback handles state detection and later cache synchronization.",0.8,2026-09-04T21:24:00.022Z,mnStageSw_80236548,main/melee/mn/mnstagesw:mnStageSw_80236548,main/melee/mn/mnstagesw,function,current,,,,prose_or_other,,2,
fact:9c4e800d-11e7-425c-a9f0-a73b63a94e8a,target:function:main/melee/mn/mnsnap:fn_80253E5C,,inferred_name,mnSnap_DialogGXCallback,The function has the GX render-callback signature and is the dialog-specific member of the adjacent mnSnap render-gate group.,0.8,2026-09-04T21:21:07.290Z,fn_80253E5C,main/melee/mn/mnsnap:fn_80253E5C,main/melee/mn/mnsnap,function,current,,,,bare_identifier,mnSnap_DialogGXCallback,1,
fact:9c58b9bc-e13d-4053-b0f1-88dabfdaa9ed,target:function:main/melee/gr/groldpupupu:grOldPupupu_80211CA8,,inferred_name,`grOldPupupu_OnCheckShadowRender`,"The refreshed StageData declaration still names the occupied field `on_check_shadow_render`, and the Old Pupupu descriptor installs this target in that position. The canonical stage-prefixed inferred name therefore remains supported.",0.97,2026-09-04T20:06:50.407Z,grOldPupupu_80211CA8,main/melee/gr/groldpupupu:grOldPupupu_80211CA8,main/melee/gr/groldpupupu,function,current,,,,quoted_identifier,grOldPupupu_OnCheckShadowRender,2,
fact:9c7a2e2f-59bb-4c14-8496-cec0703b89f8,target:function:main/melee/lb/lbcardgame:lb_8001CBBC,,inferred_name,Likely original role name: lbCardGame_Load.,The function remains the lbcardgame wrapper that accesses Melee's fixed main-save file and whose accepted results drive the Memory Card scene's loaded-data path. This continues to support the concise Load role name.,0.9,2026-09-04T21:13:51.963Z,lb_8001CBBC,main/melee/lb/lbcardgame:lb_8001CBBC,main/melee/lb/lbcardgame,function,current,,,,prose_or_other,,2,
fact:9c7d1320-34da-4502-8ad3-246e234d4876,target:function:main/melee/mn/mncharsel:fn_80263354,,inferred_name,Plausible original name: `mnCharSel_AnimateSceneLoop`.,"The callback is installed on the ANIM[0] scene model and continuously evaluates that hierarchy while restarting it every 200 counter ticks. The visible asset remains unidentified, so the name stays deliberately generic.",0.66,2026-09-04T21:17:18.706Z,fn_80263354,main/melee/mn/mncharsel:fn_80263354,main/melee/mn/mncharsel,function,current,,,,prose_or_other,,2,
fact:9c8f1e76-eed5-44a1-8cee-3e4b1e23b4b7,target:function:main/melee/gr/grtganon:grTGanon_80224990,,inferred_name,`grTGanon_GObj1_Callback2`,"The function occupies callback slot 2 in the callback-table row indexed by stage object ID 1. The recovered name `grBattle_GObj6_Callback2` demonstrates the local ground-stage convention of naming such routines by stage prefix, GObj index, and callback slot.",0.91,2026-09-02T07:29:28.176Z,grTGanon_80224990,main/melee/gr/grtganon:grTGanon_80224990,main/melee/gr/grtganon,function,current,,,,quoted_identifier,grTGanon_GObj1_Callback2,2,
